p = 12; number of cycles = 10000; data structure = Apache Data Sketches Java CPC
true distinct count; minimum memory size; average memory size; maximum memory size; minimum serialization size; average serialization size; maximum serialization size; relative distinct count estimation bias; relative distinct count estimation rmse; estimated memory MVP; estimated serialization MVP
143; 1144; 1144.0; 1144; 176; 183.3636; 192; -5.5605883620519785E-5; 0.006425792994600361; 0.3778935444577328; 0.06056986077668701
150; 1144; 1144.0; 1144; 180; 189.1; 200; -4.5306068929978285E-5; 0.006427531584587382; 0.37809806110298755; 0.0624985518833697
157; 1144; 1144.0; 1144; 188; 194.8148; 204; -4.8648711640391634E-5; 0.00644050239280693; 0.3796256104486723; 0.06464745399863286
164; 1144; 1144.0; 1144; 192; 200.5216; 212; -4.600583274553994E-5; 0.006464520428171716; 0.38246230299991474; 0.06703842039967457
172; 1144; 1144.0; 1144; 196; 207.0568; 216; -3.6175069679267366E-5; 0.006449205902852199; 0.3806523340266152; 0.06889567674482697
180; 1144; 1144.0; 1144; 204; 213.566; 224; -2.035302681759791E-5; 0.006431525387285256; 0.3785680761243617; 0.07067243858878972
188; 1144; 1144.0; 1144; 208; 220.1332; 232; -1.605699778282679E-5; 0.006414320501912332; 0.3765453806514663; 0.07245641572379839
197; 1144; 2145.2672; 2168; 216; 227.484; 240; -5.870801286482313E-6; 0.006407843786790964; 0.7046852986934733; 0.07472478509343083
206; 2168; 2168.0; 2168; 224; 234.808; 244; -3.181580645476846E-5; 0.006376224977713544; 0.7051419126975552; 0.07637129254459758
216; 2168; 2168.0; 2168; 232; 242.9528; 256; -1.7418562447840077E-5; 0.006369766065241246; 0.7037140637259915; 0.07886037923505908
226; 2168; 2168.0; 2168; 240; 251.1084; 264; -3.105475132966328E-5; 0.0063714081203494425; 0.7040769298669347; 0.08154964545009141
237; 2168; 2168.0; 2168; 248; 260.05; 272; -3.683368149148387E-5; 0.006366542665990654; 0.7030020195420998; 0.08432457342339626
248; 2168; 2168.0; 2168; 256; 269.0248; 284; -2.192155698555844E-5; 0.006371754186921445; 0.7041534166033478; 0.08737764394420311
260; 2168; 2168.0; 2168; 268; 278.3504; 292; -1.9243877558295652E-5; 0.006410632333392894; 0.7127726127154175; 0.09151316506382912
