p = 12; number of cycles = 10000; data structure = Google Zetasketch Sparse
true distinct count; minimum memory size; average memory size; maximum memory size; minimum serialization size; average serialization size; maximum serialization size; relative distinct count estimation bias; relative distinct count estimation rmse; estimated memory MVP; estimated serialization MVP
6580; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 6.784802431610943E-4; 0.01251782055807236; 7.822255909683022; 5.159680340425532
6909; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 7.915617310754088E-4; 0.012646336503186582; 7.983696961435325; 5.26616934186984
7254; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 9.854976564653984E-4; 0.012803023696968164; 8.182757395993608; 5.397472666972707
7616; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 9.366596638655463E-4; 0.012654641888074452; 7.994186868865193; 5.273088646193772
7996; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 8.348424212106053E-4; 0.012965315794024662; 8.391522728848166; 5.535177492297925
8395; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 7.78117927337701E-4; 0.012999435515915005; 8.435747360723026; 5.5643487398615346
8814; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 8.296006353528477E-4; 0.013122939146103598; 8.596799669070325; 5.670581320175233
9254; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 6.827209855197752E-4; 0.013008777572115871; 8.447876432525582; 5.5723492622236055
9716; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 7.432688349114861E-4; 0.013178506942676025; 8.669758418288957; 5.71870603360214
10201; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 7.353004607391432E-4; 0.013153084388129099; 8.636341155748573; 5.696663493118771
10711; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 7.689291382690693E-4; 0.013369738410898325; 8.923195266378437; 5.885876877630392
11246; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 7.841988262493331E-4; 0.013398551588359234; 8.961697538522914; 5.911273568679539
11808; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 7.83519647696477E-4; 0.013492092986062906; 9.087265731376826; 5.9941002805043295
12398; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 6.895225036296177E-4; 0.013587866446308161; 9.216735318970342; 6.079500412320821
13017; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 6.5992164093109E-4; 0.013684478395343373; 9.348266251714765; 6.166260239111855
13667; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 9.345284261359479E-4; 0.013737214961474817; 9.420456858896557; 6.213878274233691
14350; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 9.82432055749129E-4; 0.013826281058418152; 9.543009111486118; 6.294715625461035
15067; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 9.736244773345723E-4; 0.01399750184907762; 9.780828496105373; 6.45158495031566
15820; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 8.209228824273072E-4; 0.014079691906278991; 9.896027190852847; 6.527571781658705
16610; 6240; 6240.0; 6240; 4117; 4117.0; 4117; 0.0010642263696568333; 0.014406416103649572; 10.360637661578567; 6.835696354602397
17440; 6240; 6240.0; 6240; 4117; 4117.0; 4117; 0.0010981594036697248; 0.014320544948607742; 10.237494140644728; 6.754449259140118
18311; 6240; 6240.0; 6240; 4117; 4117.0; 4117; 0.0011650101032166457; 0.014375550140770504; 10.316289577142356; 6.806436568765237
19226; 6240; 6240.0; 6240; 4117; 4117.0; 4117; 0.0010501300322479975; 0.014310185271140337; 10.222687612518543; 6.744680272554301
20187; 6240; 6240.0; 6240; 4117; 4117.0; 4117; 8.710853519591816E-4; 0.014378493183934133; 10.320514026722783; 6.809223757695143
21196; 6240; 6240.0; 6240; 4117; 4117.0; 4117; 2.697065484053595E-4; 0.01452561099808116; 10.532789273389415; 6.949277794638497
22255; 6240; 6240.0; 6240; 4117; 4117.0; 4117; 1.771961356998427E-4; 0.014589487610949728; 10.625629185602774; 7.0105313072318305
23367; 6240; 6240.0; 6240; 4117; 4117.0; 4117; 1.26139427397612E-4; 0.014689917109629446; 10.772419741214174; 7.1073801401568515
24535; 6240; 6240.0; 6240; 4117; 4117.0; 4117; 1.0701446912573873E-4; 0.014637676894195047; 10.695938316153867; 7.056919558911133
25761; 6240; 6240.0; 6240; 4117; 4117.0; 4117; 5.3153992469236443E-5; 0.01466781423272126; 10.74002713633177; 7.086008288506074
27049; 6240; 6240.0; 6240; 4117; 4117.0; 4117; 4.0482088062405265E-6; 0.01475240217427362; 10.86425782598273; 7.167972671405592
28401; 6240; 6240.0; 6240; 4117; 4117.0; 4117; -6.3730150346818775E-6; 0.014913525024545847; 11.102868374595138; 7.325402099071824
29821; 6240; 6240.0; 6240; 4117; 4117.0; 4117; 2.2531102243385536E-5; 0.014926462236234042; 11.12213980249487; 7.33811691776785
31312; 6240; 6240.0; 6240; 4117; 4117.0; 4117; 8.97100153295861E-5; 0.01497580973343513; 11.195801868428756; 7.386717354538652
32877; 6240; 6240.0; 6240; 4117; 4117.0; 4117; 1.1398546096054994E-4; 0.015017473764056741; 11.258183951246298; 7.427875533218111
34520; 6240; 6240.0; 6240; 4117; 4117.0; 4117; 8.2013325608343E-5; 0.015094473435293177; 11.37392896417547; 7.504241273318976
36245; 6240; 6240.0; 6240; 4117; 4117.0; 4117; 1.6901641605738722E-5; 0.015169230199096781; 11.486868798072832; 7.578756224625938
38057; 6240; 6240.0; 6240; 4117; 4117.0; 4117; -4.1603384397088576E-5; 0.015174333687261229; 11.494599310389358; 7.58385662834503
39959; 6240; 6240.0; 6240; 4117; 4117.0; 4117; -1.533521859906404E-4; 0.01528634602320583; 11.664924947079742; 7.696233334475528
